BN/Registration number,Fiscal period end,Form ID,Political Activities Description,Public Policy Description
106687452RR0001,2018-06-30 00:00,23,"-Recommendations for policy change to improve Workplace Health and Safety -Inperson and written consultation on provincial legislative changes regarding Occupational health and Safety, Workers' Compensation Board, Employment Standards and Enhanced Protect",
890711674RR0001,2018-12-31 00:00,23,"RAPM educates the public on some of the causes of poverty and calls upon the public to support changes to legislation, such as an increase in the minimum wage rate.",
118856707RR0001,2018-12-31 00:00,23,"Pursuant to the CRA's guidance on ""Public policy dialogue and development activities by charities"", CLF presented  representations to public officials and as part of various public policy consultations in order to bring our views to the public policy development process on issues related to human rights and religious freedom-these representations were also shared in various articles, communications, and on our website. These activities furthered CLF's charitable objects of advancing religion and explaining the relevance of the Christian faith to contemporary moral and social issues.",
814851960RR0001,2018-06-30 00:00,23,"Purpose of the Corporation is to: 1. aid the relief of human suffering and the cure of human illness by engaging in, encouraging and supporting research into matters relating to the causation, prevention, diagnostics and treatment of illness and disease and the use and publication of results of such research for the public benefit;and, 2. advance and promote knowledge and education by engaging in, encouraging and supporting research into proteins of potential therapeutic importance to human health and by publishing the results of such research for the public benefit,",
892028242RR0001,2018-12-31 00:00,23,"Publication of Child Poverty Report Card for BC with recommendations for public policy chargesPublication of articles on child labour standards in BC, with recommendations for public policy changes. Activities related to the Living Wage for Families campaign, urging public and private employers to pay living wages. Regular communications anout these campaigns and recommendations promoting public solutions to better support children and families. Urging municipalities and local band councils across BC to take action in support of a comprehensive poverty reducation strategy for the province.Encouraging communication with members of the BC Legislature to adopt a Poverty Reduction Act. Advocating around the issues of affordable childcare, housing, wages, transit, and government spending on youth.Raising awareness regarding generational inequality and increase the influence of Canadians in the forties and younger. Asking all political parties to state their plans to narrow the age gap in social spending by reporting the age gap in spending in their annual budgets and investing in younger generations.",
800673402RR0001,2018-03-31 00:00,23,"Publication of ""Better Ways Forward,"" a response paper to the Government of the Northwest Territories discussion paper regarding post-secondary education . This was followed by a press release, and a 1 hour media call in to answer questions.Dechinta supports Indigenous post-secondary education, and the position paper advocated for a place for Indigenous-led post-secondary education in the NWT.",
833731193RR0001,2018-12-31 00:00,23,PUBLICATION FACEBOOK CONCERNANT LE BIEN-ÊTRE ANIMAL (EXEMPLE ENCOURAGER L'INTERDICTION DE VENTE D'ANIMAUX NE PROVENANT PAS DE REFUGES POUR LES ANIMALERIES).,
132703448RR0001,2018-12-31 00:00,23,"Public policy advocacy on issues related to immigration, integration, and national security, including policy recommendations for government(s). Issue awareness campaigns to engage with the public on issues related to immigration, integration, and national security.",
888795747RR0001,2018-12-31 00:00,23,Provincial government cutbacks to the Southern Ontario Library Service and Ontario Library Service North resulted in the loss of delivery services between all southern Ontario libraries. This loss caused the libraries to (initially) cancel all interlibrary loan service as libraries needed to figure out how delivery costs would be absorbed. The public was notified via social media and in-library using posters and a petition which indicated that the service was cut due to government cutbacks.,
854255882RR0001,2018-06-30 00:00,23,"Providing information to inform the public, public officials and elected officials, and promote changes to public policy to benefit wildlife and species at risk, land use planning, and protected areas. WCS Canada's mission is to save wildlife and wild places in Canada. Promoting public policies that have beneficial outcomes for wildlife and the habitats they need to thrive is directly related to the organization's charitable goals.",
130379175RR0001,2018-03-31 00:00,23,"Provides affordable housing, meals, and activities for seniors",
887132793RR0001,2018-03-31 00:00,23,Provided feedback on consultation requests from the province of Ontario & the federal government on matters related to protection of the public from second hand smoke from tobacco or other combustible products and emissions from vaped products. Presented to Ottawa board of Health for protection from second hand smoke in multi unit housing.,
134560309RR0001,2018-03-31 00:00,23,Provide community awareness on poverty and social justice issues. Sharing local election information.,
891270944RR0001,2018-03-31 00:00,23,"Prostate Cancer Canada is the champion for the cause of prostate cancer, ensuring that governments across the country provide Canadian men with equitable and timely access to testing and therapies. We support healthy public policy at all levels of government to advance the mission of improving the lives of men and their families living with the prostate cancer. Our desire to influence the policy agenda is a direct result of building stronger ties to the research and clinical communities, developing a volunteer organization, and better leveraging the relationships and investments we make in the area of support. Prostate cancer routinely engages in a non-partisan fashion in methods to educate policy measures to address this. We believe that Canadian men should have equal access to all health interventions no mater which part of the country they reside. Our advocacy efforts will be achieved by meeting with elected and government officials, sending letters and emails to officials well as constructing grassroots campaigns to get the public engaged to seek changes to provincial legislation/regulation.",
823570189RR0001,2018-12-31 00:00,23,"PROMOTING ONTARIO PRIVATE MEMBERS BILL 20 ON MARCH 22, 2018 TOGETHER WITH ONTARIO LIFE LOAN INTERMEDIARIES TO ALLOW CHARITIES TO BORROW FROM THIRD PARTY LENDERS SECURED BY A COLLATERAL ASSIGNMENT OF THEIR DONATED LIFE POLICIES.",
107599953RR0001,2018-03-31 00:00,23,"PRODUCTION ET PUBLICATION DE COMMUNIQUÉS DE PRESSE EN LIEN AVEC DES ENJEUX POLITIQUES NON PARTISANES. ORGANISATION, ANIMATION ET PARTICIPATION À DES ÉVÉNEMENTS D'ÉDUCATION POPULAIRE. PARTICIPATION À DES COMITÉS DE TRAVAIL, COALITION, REGROUPEMENT VISANT UNE PLUS GRANDE JUSTICE SOCIALE (ÉQUITÉ)",
833984768RR0001,2018-09-30 00:00,23,"Producing non-partisan research reports which include public policy recommendations which, if adopted, would reduce the impact of energy production and consumption on the environment.",
107655771RR0001,2018-03-31 00:00,23,Prises de position et participation à des actions en lien avec le rehaussement de notre financement à la mission de base. Actions en lien avec la mission et les objectifs de la maison des jeunes.,
