"BN/Registration number","Fiscal period end","Form ID","100","110","120","130"
"106880107RR0019",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0027",2018-12-31 00:00:00,"23","N","N","N",
"106880107RR0029",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0030",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0031",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0033",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0034",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0038",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0040",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0045",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0048",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0051",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0052",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0053",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0054",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0057",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0060",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0065",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0067",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0069",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0070",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0074",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0086",2018-12-31 00:00:00,"23","N","N",,
"106880107RR0089",2018-12-31 00:00:00,"23","N","N","N","N"
"106880107RR0090",2018-12-31 00:00:00,"23","N","N",,
"106880214RR0001",2018-3-31 00:00:00,"23","N","N",,
"106880487RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106880750RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106880768RR0001",2018-12-31 00:00:00,"23","N","N",,
"106883689RR0001",2018-6-30 00:00:00,"23","N","N",,
"106883804RR0001",2018-6-30 00:00:00,"23","N","N",,
"106884059RR0001",2018-6-30 00:00:00,"23","N","N",,
"106884190RR0001",2018-6-30 00:00:00,"23","N","N",,
"106884687RR0001",2018-12-31 00:00:00,"23","N","N",,
"106885270RR0001",2018-12-31 00:00:00,"23","N","N",,
"106885312RR0001",2018-12-31 00:00:00,"23","N","N",,
"106885718RR0001",2018-12-31 00:00:00,"23","N","N",,
"106887102RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106887136RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106889207RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106889272RR0001",2018-6-30 00:00:00,"23","N","N",,
"106889942RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106891542RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106893084RR0001",2018-8-31 00:00:00,"23","N",,,
"106894033RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106895204RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106895261RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106896335RR0001",2018-6-30 00:00:00,"23","N","N",,
"106897721RR0001",2018-12-31 00:00:00,"23","N","N",,
"106897754RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106902166RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106902281RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106902414RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106902901RR0001",2018-11-30 00:00:00,"23","N",,,
"106903446RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106904204RR0001",2018-3-31 00:00:00,"23","N","N",,
"106905110RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106907132RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106910532RR0001",2018-3-31 00:00:00,"23","N","N",,
"106910540RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106911886RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106913551RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106913932RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106914120RR0001",2018-3-31 00:00:00,"23","N","N",,
"106914179RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106914294RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106915606RR0001",2018-9-30 00:00:00,"23","N","N",,
"106915739RR0001",2018-12-31 00:00:00,"23","N","N",,
"106915812RR0001",2018-12-31 00:00:00,"23","N","N",,
"106915820RR0001",2018-12-31 00:00:00,"23","N","N",,
"106915879RR0001",2018-6-30 00:00:00,"23","N","N",,
"106917750RR0001",2018-12-31 00:00:00,"23","N","N",,
"106918022RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106918741RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"106919483RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106919525RR0001",2018-12-31 00:00:00,"23","N","N",,
"106919731RR0001",2018-12-31 00:00:00,"23","N","N",,
"106920424RR0001",2018-9-30 00:00:00,"23","N","N",,
"106920440RR0001",2018-12-31 00:00:00,"23","N","N",,
"106921117RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106921133RR0001",2018-12-31 00:00:00,"23","N","N",,
"106921190RR0001",2018-12-31 00:00:00,"23","N","N",,
"106921950RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106921976RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106923022RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106923253RR0001",2018-12-31 00:00:00,"23","N","N",,
"106923428RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106923576RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106924657RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106924996RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106925415RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106925738RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106926090RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"106926181RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"106929169RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106931751RR0001",2018-12-31 00:00:00,"23","N","N",,
"106932320RR0001",2018-3-31 00:00:00,"23","N","N",,
"106932676RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106950488RR0001",2018-3-31 00:00:00,"23","N","N",,
"106951668RR0001",2018-12-31 00:00:00,"23","N","N",,
"106951742RR0001",2018-3-31 00:00:00,"23","N","N",,
"106952195RR0001",2018-12-31 00:00:00,"23","N","N",,
"106952864RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"106953003RR0001",2018-6-30 00:00:00,"23","N","N",,
"106953029RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"106953292RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"106953367RR0001",2018-12-31 00:00:00,"23","N","N",,
"106953722RR0001",2018-6-30 00:00:00,"23","N","N",,
"106954027RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"106954480RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106955891RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"106956709RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106960776RR0001",2018-12-31 00:00:00,"23","N","N",,
"106962350RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106962772RR0001",2018-3-31 00:00:00,"23","N","N",,
"106963739RR0001",2018-3-31 00:00:00,"23","N","N",,
"106963846RR0001",2018-3-31 00:00:00,"23","N","N",,
"106963994RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106966328RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"106966427RR0002",2018-3-31 00:00:00,"23","N","N",,
"106966559RR0001",2018-12-31 00:00:00,"23","N","N",,
"106967102RR0004",2018-12-31 00:00:00,"23","N","N",,
"106967169RR0001",2018-6-30 00:00:00,"23","N","N",,
"106967292RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"106967649RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106968985RR0001",2018-3-31 00:00:00,"23","N","N",,
"106971427RR0001",2018-3-31 00:00:00,"23","N","N",,
"106971476RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"106974066RR0001",2018-3-31 00:00:00,"23","N","N",,
"106975451RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106987068RR0001",2018-12-31 00:00:00,"23","N","N",,
"106990070RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"106990955RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106992498RR0001",2018-12-31 00:00:00,"23","N","N",,
"106992605RR0001",2018-12-31 00:00:00,"23","N","N",,
"106993272RR0001",2018-12-31 00:00:00,"23","N",,,
"106993348RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"106994148RR0001",2018-8-31 00:00:00,"23","N","N",,
"106994445RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"106994627RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"106995830RR0001",2018-6-30 00:00:00,"23","N","N",,
"106999121RR0001",2018-9-30 00:00:00,"23","N","N",,"N"
"106999527RR0001",2018-12-31 00:00:00,"23","N","N",,
"107002131RR0001",2018-12-31 00:00:00,"23","N","N",,
"107002479RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107008591RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107008633RR0001",2018-12-31 00:00:00,"23","N","N",,
"107010555RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107011181RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107016552RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107017204RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107019358RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"107020232RR0013",2018-12-31 00:00:00,"23","N","N","N","N"
"107020232RR0014",2018-12-31 00:00:00,"23","N","N","N","N"
"107020232RR0018",2018-12-31 00:00:00,"23","N","N",,
"107020232RR0021",2018-12-31 00:00:00,"23","N","N",,
"107020232RR0031",2018-12-31 00:00:00,"23","N","N","N","N"
"107020323RR0012",2018-12-31 00:00:00,"23","N","N","N","N"
"107020323RR0013",2018-12-31 00:00:00,"23","N","N","N","N"
"107020323RR0016",2018-12-31 00:00:00,"23",,"N","N","N"
"107020323RR0024",2018-12-31 00:00:00,"23","N","N","N","N"
"107020323RR0026",2018-12-31 00:00:00,"23","N","N",,
"107020331RR0011",2018-12-31 00:00:00,"23","N","N","N","N"
"107020331RR0012",2018-12-31 00:00:00,"23","N","N","N","N"
"107020331RR0013",2018-12-31 00:00:00,"23","N","N","N","N"
"107020331RR0022",2018-12-31 00:00:00,"23","N","N",,
"107020331RR0043",2018-12-31 00:00:00,"23","N","N",,
"107020331RR0050",2018-12-31 00:00:00,"23","N","N","N","N"
"107020760RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107021339RR0001",2018-12-31 00:00:00,"23","N","N",,
"107026809RR0001",2018-12-31 00:00:00,"23","N",,,
"107031148RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107034100RR0001",2018-12-31 00:00:00,"23","N","N",,
"107034134RR0001",2018-3-31 00:00:00,"23","N",,,
"107253015RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107253130RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107269268RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107269789RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107270894RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"107272411RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107273278RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107273534RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107274235RR0001",2018-12-31 00:00:00,"23","N","N",,
"107274326RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107274359RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107275117RR0001",2018-12-31 00:00:00,"23","N","N","N",
"107276230RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107278376RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107279440RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107279895RR0001",2018-6-30 00:00:00,"23","N","N",,
"107280034RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107280158RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107280836RR0001",2018-12-31 00:00:00,"23","N","N",,
"107282030RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107282782RR0001",2018-12-31 00:00:00,"23","N","N",,
"107283905RR0001",2018-12-31 00:00:00,"23","N",,,
"107286155RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107286353RR0002",2018-12-31 00:00:00,"23","N",,,
"107286411RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107286437RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107286593RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107286676RR0001",2018-12-31 00:00:00,"23","N","N",,
"107286718RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107286817RR0001",2018-12-31 00:00:00,"23","N","N",,
"107286858RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107287633RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107287716RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107287732RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107290561RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107290652RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107293458RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107293524RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107293607RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107294381RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107294498RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107295990RR0001",2018-12-31 00:00:00,"23","N","N",,
"107301509RR0001",2018-12-31 00:00:00,"23","N","N",,
"107302812RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107302952RR0002",2018-12-31 00:00:00,"23","N","N","N","N"
"107303174RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107303232RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107303588RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107303687RR0001",2018-10-31 00:00:00,"23","N","N",,
"107304636RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107305369RR0001",2018-12-31 00:00:00,"23","N","N","N",
"107305666RR0001",2018-12-31 00:00:00,"23","N","N",,
"107305971RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107306052RR0001",2018-8-31 00:00:00,"23","N","N",,
"107306888RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107306995RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107307191RR0007",2018-12-31 00:00:00,"23","N","N","N",
"107307191RR0009",2018-12-31 00:00:00,"23","N","N",,
"107307191RR0012",2018-12-31 00:00:00,"23","N","N","N","N"
"107307191RR0021",2018-12-31 00:00:00,"23","N","N",,
"107307191RR0026",2018-12-31 00:00:00,"23","N","N","N","N"
"107307191RR0027",2018-12-31 00:00:00,"23","N","N","N","N"
"107307191RR0042",2018-12-31 00:00:00,"23","N","N","N","N"
"107307191RR0047",2018-12-31 00:00:00,"23","N","N","N","N"
"107307191RR0050",2018-12-31 00:00:00,"23","N","N",,
"107307191RR0057",2018-12-31 00:00:00,"23","N","N",,
"107307191RR0063",2018-12-31 00:00:00,"23","N","N","N","N"
"107307191RR0066",2018-12-31 00:00:00,"23","N","N","N","N"
"107307191RR0067",2018-12-31 00:00:00,"23","N","N","N","N"
"107307191RR0068",2018-12-31 00:00:00,"23","N","N",,
"107307191RR0069",2018-12-31 00:00:00,"23","N","N","N","N"
"107310864RR0001",2018-3-31 00:00:00,"23","N","N",,
"107310906RR0001",2018-12-31 00:00:00,"23","N","N",,
"107352411RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"107353534RR0001",2018-12-31 00:00:00,"23","N","N",,
"107353864RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107354276RR0001",2018-12-31 00:00:00,"23","N","N",,
"107354334RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107354466RR0001",2018-12-31 00:00:00,"23","N",,,
"107354516RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"107354839RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107354995RR0001",2018-8-31 00:00:00,"23","N","N",,
"107356008RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107356073RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107356818RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107357352RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107357667RR0001",2018-12-31 00:00:00,"23","N","N",,
"107357931RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107358053RR0001",2018-12-31 00:00:00,"23","N","N",,
"107358137RR0001",2018-12-31 00:00:00,"23","N","N",,
"107358616RR0001",2018-12-31 00:00:00,"23","N","N",,
"107358855RR0001",2018-12-31 00:00:00,"23","N","N",,
"107359119RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107359788RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107359838RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107359937RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107359960RR0001",2018-12-31 00:00:00,"23","N","N",,
"107360109RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107360158RR0001",2018-12-31 00:00:00,"23","N","N",,
"107360265RR0001",2018-12-31 00:00:00,"23","N","N",,
"107360281RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107360349RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107360729RR0001",2018-12-31 00:00:00,"23","N","N",,
"107360786RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107360919RR0001",2018-12-31 00:00:00,"23","N","N",,
"107360927RR0001",2018-12-31 00:00:00,"23","N","N",,
"107361057RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107361230RR0001",2018-12-31 00:00:00,"23","N","N",,
"107361503RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107361883RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107362063RR0001",2018-12-31 00:00:00,"23","N","N",,
"107362766RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107362782RR0001",2018-12-31 00:00:00,"23","N","N",,
"107362899RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107362964RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107363152RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107363491RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107363624RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107363715RR0001",2018-12-31 00:00:00,"23","N","N",,
"107363855RR0001",2018-12-31 00:00:00,"23","N","N",,
"107364366RR0001",2018-12-31 00:00:00,"23","N","N",,
"107364705RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107365405RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107365488RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107365546RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107365686RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107366064RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107366205RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107366239RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107366627RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107366759RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107367096RR0001",2018-12-31 00:00:00,"23","N","N",,
"107367153RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107367229RR0001",2018-12-31 00:00:00,"23","N","N",,
"107367302RR0001",2018-12-31 00:00:00,"23","N","N",,
"107367724RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107368383RR0001",2018-12-31 00:00:00,"23","N","N",,
"107368565RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107368839RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107369050RR0001",2018-12-31 00:00:00,"23","N","N",,
"107369258RR0001",2018-12-31 00:00:00,"23","N","N",,
"107369324RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107369449RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107369613RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107369696RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107369852RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107369878RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107370124RR0001",2018-12-31 00:00:00,"23","N","N",,
"107370546RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107370736RR0001",2018-12-31 00:00:00,"23","N","N",,
"107371932RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107373227RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107373250RR0001",2018-12-31 00:00:00,"23","N","N",,
"107373318RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107373383RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107373425RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107373508RR0001",2018-12-31 00:00:00,"23","N","N",,
"107373581RR0001",2018-12-31 00:00:00,"23","N","N",,
"107373789RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107374308RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107374993RR0001",2018-3-31 00:00:00,"23","N","N",,
"107375859RR0002",2018-12-31 00:00:00,"23","N","N","N","N"
"107376147RR0001",2018-3-31 00:00:00,"23","N","N",,
"107377574RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107380867RR0001",2018-12-31 00:00:00,"23","N","N",,
"107382517RR0001",2018-12-31 00:00:00,"23","N","N",,
"107383887RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107383903RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107384364RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107384372RR0001",2018-12-31 00:00:00,"23","N","N",,
"107384760RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107385338RR0001",2018-12-31 00:00:00,"23","N","N",,
"107385866RR0001",2018-3-31 00:00:00,"23","N","N",,
"107385999RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"107386682RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107386922RR0001",2018-12-31 00:00:00,"23","N","N",,
"107387342RR0001",2018-12-31 00:00:00,"23","N","N",,
"107387367RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107387664RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107388225RR0001",2018-12-31 00:00:00,"23","N","N",,
"107388381RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107390098RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107390106RR0001",2018-6-30 00:00:00,"23","N","N",,
"107391427RR0001",2018-8-31 00:00:00,"23","N","N",,
"107391500RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107391518RR0001",2018-12-31 00:00:00,"23","N","N",,
"107391542RR0001",2018-12-31 00:00:00,"23","N","N",,
"107391567RR0001",2018-3-31 00:00:00,"23","N","N",,
"107391591RR0001",2018-9-30 00:00:00,"23","N","N",,
"107391666RR0001",2018-6-30 00:00:00,"23","N","N",,
"107391674RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107391708RR0001",2018-3-31 00:00:00,"23","N","N","N",
"107391724RR0001",2018-8-31 00:00:00,"23","N","N",,
"107391757RR0001",2018-12-31 00:00:00,"23","N","N",,
"107391807RR0001",2018-6-30 00:00:00,"23","N","N",,
"107391864RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"107391963RR0001",2018-12-31 00:00:00,"23","N","N",,
"107391971RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"107392029RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107392037RR0001",2018-3-31 00:00:00,"23","N","N",,
"107392631RR0001",2018-12-31 00:00:00,"23","N","N",,
"107392763RR0001",2018-12-31 00:00:00,"23","N","N",,
"107393274RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"107394231RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
