"BN/Registration number","Fiscal period end","Form ID","500","505","510","515","520","525","530","535","540","545","550","555","560","565","580"
"106727514RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","Bâtiment et terrain",$143490.00
"106728918RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Retail items for auction",$12622.00
"106729288RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$265118.00
"106729890RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Produits d'entretient",$3712.00
"106730732RR0001",2018-8-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Soins professionels Entretien voiture Activités sportives",$6345.00
"106731656RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,"Y","Y",,"Y",,,,,$9862.00
"106731987RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$20.00
"106732563RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,"Y",,,$1645.00
"106732969RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","gift cards, toys, supplies",$5281.00
"106734338RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,"Y","Y","Forfait/fourniture de pêche",$5478.00
"106734809RR0001",2018-2-28 00:00:00,"23",,,"Y",,,,,,,,,,"Y","furniture",$3653.00
"106735129RR0001",2018-10-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","ANTIQUE MACHINERY",$13594.00
"106735319RR0001",2018-3-31 00:00:00,"23",,"Y",,,,,,,"Y","Y",,,,,$6350.00
"106735384RR0001",2018-5-31 00:00:00,"23",,,,,,,,,,,,,,,$700.00
"106735830RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,"Y","Y",,,$197800.00
"106735962RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,"Y",,,"Y",,,"Y","VOLUNTEER & BOARD MEMBER TRAVEL",$22773.00
"106736101RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Gift baskets, cards",$53606.00
"106736150RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y","Y",,,$117114.00
"106736283RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Plants, Storage Totes, Xmas Lights",$117.00
"106736309RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","PROFESSIONAL SERVICE",$7750.00
"106737539RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$3972.00
"106743370RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,
"106773427RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","berevement gifts, guest speaker gift",$120.00
"106773575RR0001",2018-3-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$261.00
"106773740RR0001",2018-9-30 00:00:00,"23",,"Y","Y",,,,,,,,,,"Y","Wheelbarrow (raffle)",$1216.00
"106776164RR0001",2018-11-30 00:00:00,"23",,,,,,,,,,,,,"Y","FUNDRAISING MERCH",
"106777758RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,"Y","Y","Entertainment Tickets",$5939.00
"106778129RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$157.00
"106778434RR0001",2018-5-31 00:00:00,"23",,,"Y",,,,,,,,,"Y",,,$2475.00
"106779846RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","maintenance/services",$2569.00
"106779879RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,"Y","Y","Y",,,$15806.00
"106780109RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Casino",
"106780711RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,,"Y","SIGNAGE",$400.00
"106780851RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,"Y",,,$1845450.00
"106780976RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,"Y",,,,,,,$310.00
"106783053RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,"Y",,,$19964.00
"106783343RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$51251.00
"106785397RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","silent auction prizes",$28576.00
"106787856RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,"Y",,"Y","Property&Cottage",$148858.00
"106788318RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Wheelchair",$600.00
"106788342RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Entertainment tickets",$14208.00
"106788649RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,,"Y","REPAIR PARTS",$805.00
"106789100RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$10000.00
"106789894RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","OFFICE SUPPLIES",$1471.00
"106789928RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Various (Auction)",$7146.00
"106790181RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$2824.00
"106790249RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$371.00
"106790819RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Trivia Night",$213.00
"106791171RR0001",2018-6-30 00:00:00,"23",,"Y",,,,,,,,,"Y",,"Y","gift cards; Christmas hampers",$5285.00
"106792120RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,"Y",,,"Y",,$4208.00
"106792989RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","Tickets, Toys, Goods",$128032.00
"106793110RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,"Y","Silent Auction Items, Gala I",$1182.00
"106793144RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Sports/Concert Tickets",$10194.00
"106793151RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$1000.00
"106793243RR0001",2018-4-30 00:00:00,"23",,,,,,,,,,,,,"Y","CHILDRENS' TOYS",$172.00
"106793367RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","hockey tix, Xmas gifts",$4956.00
"106793409RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$3160.00
"106793458RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","giftcards/toys",$6495.00
"106793508RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","Tickets, gift card",$1136.00
"106793722RR0001",2018-7-31 00:00:00,"23",,,,,,,,,,,,,"Y","GAME TICKETS",$11692.00
"106793771RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","event tickets",$97202.00
"106793888RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Sport tickets, items",$1840.00
"106794431RR0001",2018-12-31 00:00:00,"23",,,,"Y",,,,,,,"Y",,"Y","Entertainment tickets, bus rental, catering",$19115.00
"106794548RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","TICKETS TO SPORTS/MUSIC/COMMUNITY EVENTS",$17087.00
"106795891RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","Horse, services",$16575.00
"106796535RR0001",2018-4-30 00:00:00,"23","Y",,"Y",,,,,,,,,"Y","Y","INSURANCE PREMIUMS",$88298.00
"106797020RR0001",2018-3-31 00:00:00,"23",,,,,,,,"Y",,,,,,,
"106798390RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1506.00
"106798457RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","flowers",$500.00
"106799927RR0001",2018-6-30 00:00:00,"23","Y","Y","Y","Y",,,,,,"Y",,,"Y","Musical instruments",$132923.00
"106803687RR0001",2018-8-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,"Y","Sports Equipment",$17522.00
"106804628RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Supplies, signs, gifts",$8147.00
"106804644RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$14600.00
"106804669RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,,"Y","Gift cards, event tickets, program supplies & sport supplies",$67361.00
"106806573RR0001",2018-12-31 00:00:00,"23","Y",,"Y","Y",,,,,,,,,"Y","giftcards, tickets, other goods",$3236.00
"106806995RR0002",2018-8-31 00:00:00,"23",,,,"Y",,,"Y",,,"Y",,,,,$16404.00
"106808207RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,"Y","Y","Building maintenance",$8100.00
"106808314RR0001",2018-8-31 00:00:00,"23","Y","Y","Y",,,,,,,"Y",,"Y","Y","Toys, gift cards, home items, tickets",$9204.00
"106808454RR0001",2018-2-28 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Portable Tables for outdoor functions",$163.00
"106808462RR0001",2018-4-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$115735.00
"106810823RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$5582.00
"106810856RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","500m New Quilting Fabric",$9475.00
"106811896RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","SUPPLIES",$50512.00
"106811979RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1244.00
"106812183RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y",,
"106812597RR0001",2018-7-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Building materials",$2115.00
"106812811RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,
"106812936RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Supplies",$6608.00
"106813173RR0001",2018-3-31 00:00:00,"23",,,,"Y",,,,,,,,,,,$15000.00
"106813835RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$2108.00
"106813876RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","STORAGE, RAFFLE PRICES",$2379.00
"106818610RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,,,,$645.00
"106818826RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$3553.00
"106818925RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$333570.00
"106818974RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","Bazaar",$10701.00
"106819154RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Shares in corporation",$16800.00
"106819295RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","LIVE AUCTION ITEM",$1700.00
"106819477RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$5156.00
"106820822RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$21139.00
"106830078RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Gift Cards and camera",$5120.00
"106830128RR0002",2018-8-31 00:00:00,"23","Y","Y","Y","Y",,,,,,,,,"Y","Office supplies, instructional materials",$165598.00
"106830268RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$9991.00
"106830300RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Piano",$200.00
"106830961RR0001",2018-9-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$17074.00
"106831118RR0004",2018-8-31 00:00:00,"23",,,"Y","Y",,,,,,"Y",,"Y","Y","Christmas decorations, envelopes, business cards",$15274.00
"106831290RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Football Tickets",$616.00
"106831894RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$97900.00
"106831985RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","2 stoves",$3400.00
"106832660RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$55239.00
"106833106RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","flowers",$86.00
"106833312RR0001",2018-8-31 00:00:00,"23","Y",,,"Y",,,,,,,,,,,$944.00
"106833379RR0001",2018-8-31 00:00:00,"23",,,"Y",,,,,,,,,"Y",,,$11110.00
"106833577RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,"Y",,,,,,$6896.00
"106833841RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$498.00
"106834138RR0001",2018-8-31 00:00:00,"23",,"Y",,,,,,,,,,"Y","Y","Household items",$7372.00
"106834211RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","computers & gift cards",$615.00
"106835267RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$1909.00
"106835374RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$78230.00
"106835564RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,"Y",,,,,,,$3666.00
"106835986RR0001",2018-9-30 00:00:00,"23","Y","Y","Y",,,,,,,"Y",,,,,$5686.00
"106836141RR0002",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Mileage",$1215.00
"106836331RR0001",2018-3-31 00:00:00,"23",,"Y","Y",,,,,,,,,,,,$1370.00
"106836414RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","flowers, game tickets, decor",$1879.00
"106836554RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","Vouchers, Gift Baskets, Door Prizes",$5112.00
"106842057RR0001",2018-7-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$25301.00
"106842529RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","CELL PHONE",$65.00
"106843121RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","1957 license plate",$150.00
"106843436RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,"Y",,"Y","Quilted Bags",$149183.00
"106843477RR0001",2018-12-31 00:00:00,"23",,,,,"Y",,,,,,"Y",,,,$100903.00
"106843550RR0001",2018-2-28 00:00:00,"23",,,,,,,,,,,,"Y",,,$250.00
"106844244RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","BCE Shares",$25650.00
"106844251RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Media ads",$74467.00
"106844384RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1514.00
"106844863RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1312670.00
"106845100RR0001",2018-1-31 00:00:00,"23","Y",,"Y","Y",,,"Y",,,,"Y",,"Y","sporting goods",$467074.00
"106845159RR0001",2018-3-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$4500.00
"106845969RR0001",2018-9-30 00:00:00,"23",,,,,,,"Y",,,,"Y",,,,$18011.00
"106846512RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,"Y","Y","Y","Y","Aeroplan Points",$74808.00
"106846819RR0001",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,"Y",,"Y","fundraising items & dog expenses",$29477.00
"106846942RR0001",2018-8-31 00:00:00,"23","Y",,"Y",,,,"Y",,,"Y","Y",,"Y","Tickets to events",$2268934.00
"106861800RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Cleaning services",$5525.00
"106862949RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y",,$42251.00
"106863061RR0001",2018-4-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$528629.00
"106863392RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Quilt",$1695.00
"106863434RR0001",2018-3-31 00:00:00,"23",,"Y","Y",,,,,,,"Y",,,,,$30730.00
"106863731RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$7188.00
"106863780RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$1865.00
"106863889RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Grocery gift cards, art supplies",$5714.00
"106863905RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,"Y",,,"Y","Gift Card",$5677.00
"106863939RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Christmas decorations",$473.00
"106864010RR0002",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,,"Y","Gift cards",$8860.00
"106864036RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Food, gift certificates, painting, printing, mileage",$19065.00
"106864242RR0011",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$860.00
"106864242RR0015",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$5100.00
"106864358RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,"Y","Y","Aircraft, artifacts & parts, photos, models",$60530.00
"106864374RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Air Miles and Hotel Points",$0.00
"106865272RR0001",2018-3-31 00:00:00,"23","Y",,,,,,"Y",,,,"Y",,,,$417277.00
"106865983RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1781.00
"106866163RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$1810.00
"106866411RR0001",2018-12-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$12390.00
"106866718RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,"Y",,"Y","SPORTS COLLECTIBLES",$23139.00
"106867609RR0001",2018-4-30 00:00:00,"23",,,"Y","Y",,,,,,"Y",,,,,$9977.00
"106868474RR0001",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$9342.00
"106868599RR0001",2018-9-30 00:00:00,"23","Y","Y","Y","Y","Y",,,,"Y","Y","Y","Y",,,$47648.00
"106868755RR0001",2018-2-28 00:00:00,"23",,,,,,,"Y",,,,"Y",,"Y","Land",$481110.00
"106868847RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$29546.00
"106869183RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,"Y",,"Y","INSURANCE PREMIUMS",$602838.00
"106871122RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,"Y",,"Y","Y","Prizes for Summer Reading Programme, DVDs",$1821.00
"106871411RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","gas for bus/dishes",$2875.00
"106871726RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","JEWELLERY BEADS",$355.00
"106873557RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$2753.00
"106877210RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,,,$604.00
"106878275RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$8002.00
"106878374RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,,,,$158290.00
"106878804RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,
"106879158RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Land",$61821.00
"106879174RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","office supplies food services travel to mission",$16286.00
"106880057RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Silent Auction items",$5200.00
"106880073RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$56050.00
"106880073RR0005",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$435.00
"106880073RR0017",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","FLOWERS, CHRISTMAS LIGHTS",$1684.00
"106880073RR0030",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$226.00
"106880073RR0033",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","Parish Expenses/Christmas service room rental & lighting",$5012.00
"106880107RR0005",2018-12-31 00:00:00,"23",,,"Y","Y",,,,,,,,,,,$417.00
"106880107RR0025",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Vehicle Use",$252.00
"106880107RR0027",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,,,$2500.00
"106880107RR0062",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Vehicle for ministry",$216.00
"106880107RR0064",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","Capentry Services",$5827.00
"106880107RR0068",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$994.00
"106880115RR0001",2018-3-31 00:00:00,"23",,,,,,,"Y",,,,,,,,
"106880172RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,"Y","GIFT CARDS",$26042.00
"106880362RR0001",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$753.00
"106881808RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,,,$4150.00
"106882913RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","supplies, utilities (water)",
"106884695RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$38921.00
"106884760RR0001",2018-3-31 00:00:00,"23",,,,"Y",,,,"Y",,"Y",,,,,$28026.00
"106887284RR0002",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$10393.00
"106887441RR0001",2018-1-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$1783.00
"106887490RR0002",2018-8-31 00:00:00,"23",,,,"Y",,,,,,,,,"Y","airline tickets, travel points",$11600.00
"106887771RR0001",2018-8-31 00:00:00,"23","Y",,"Y",,,,,,,,,"Y",,,$5111.00
"106887979RR0001",2018-12-31 00:00:00,"23","Y","Y","Y",,,,,,,"Y",,"Y",,,$15632.00
"106888928RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","Cessna flight, print, event tickets, gift basket, art cards",$2627.00
"106889207RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","VÉLO, CADEAUX PRIX DE PRÉSENCE",$300.00
"106890023RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","APPAREIL DE MARCHE",$395.00
"106892748RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$125.00
"106893340RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Equipement céramique spécialise",$500.00
"106893530RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","COLLECTIONS",$1632.00
"106893985RR0001",2018-8-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Bouteilles d'eau/ Jambon",$102.00
"106895261RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y",,$15777.00
"106896244RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,,,,$9154.00
"106896541RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,"Y",,"Y","Y","music cd",$1389.00
"106897176RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","FLEURS",$465.00
"106897747RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$7556.00
"106897812RR0001",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$2213.00
"106897903RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Lawn tractor and AV equip,",$2367.00
"106901804RR0001",2018-5-31 00:00:00,"23",,,"Y",,,,,,,,,"Y",,,$28923.00
"106903040RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,"Y",,,"Y",,,,,$11831.00
"106903537RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,"Y","Y","Time & Mileage",$12248.00
"106904204RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Canucks Tickets",$348.00
"106905318RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Food, Photo Boothm Coffee & Mug",$638.00
"106905482RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","fundraising supplies",$2233.00
"106907132RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","OFFICE SUPPLIES",$100.00
"106907439RR0001",2018-12-31 00:00:00,"23",,,,"Y",,,,,,,,,,,$25350.00
"106908197RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$30908.00
"106909377RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Prize donations for raffle and auction",$7963.00
"106910474RR0001",2018-1-31 00:00:00,"23",,,"Y",,,,,,,,,"Y",,,$42143.00
"106910490RR0001",2018-12-31 00:00:00,"23","Y","Y",,,,,,,,,,"Y","Y","signs & sports tickets",$3106.00
"106910540RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Gift Cards",$1902.00
"106911076RR0001",2018-7-31 00:00:00,"23",,,,,,,,,,,,,"Y","gift certificates",$1794.00
"106911209RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,"Y","Y","flowers, seeds, garden supplies",$1553.00
"106913536RR0001",2018-12-31 00:00:00,"23",,,,"Y",,,,,,,,,,,$6000.00
"106913775RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,"Y","Y","Y","Prizes/gift cert/etc.",$146794.00
"106914013RR0001",2018-3-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$550.00
"106914195RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Toys",$332801.00
"106914534RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$7349.00
"106914757RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Bicycle",$60.00
"106915598RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,"Y","Y",,,"Y","Air-tickets",$14645.00
"106915796RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y",,$1630.00
"106915861RR0001",2018-3-31 00:00:00,"23","Y",,,,,,"Y","Y",,"Y","Y",,,,$20713.00
"106916224RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Cotton Candy Machine, Fun House Castle, Stage Kit Etc.",$2224.00
"106917040RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,"Y","Y","Cd's and book shelves",$2500.00
"106917610RR0002",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,,,$3813.00
"106917750RR0001",2018-12-31 00:00:00,"23","Y","Y","Y",,,,,,,,,"Y",,,$2016.00
"106917958RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Portable Communion Set",$778.00
"106917966RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Church supplies",$90.00
"106918071RR0001",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$720.00
"106918329RR0001",2018-6-30 00:00:00,"23",,,,,,,,"Y",,,"Y",,,,$753510.00
"106918543RR0001",2018-3-31 00:00:00,"23",,,,,,,,,"Y",,"Y",,"Y","Audio Books, Reinbursable expenses",$96410.00
"106918741RR0001",2018-7-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","crafts, home decor, tickets ...",$15762.00
"106918790RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Avon products",$4251.00
"106918923RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$34566.00
"106919426RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$121.00
